texts,labels,chatgpt answer,gpt3 answer,gpt2 answer,gpt2 score,bert answer,chatgpt_flip,gpt3_flip,bert_flip,chatgpt_pertubed,gpt3_perturbed,bert_pertubed,gpt2_pertubed,gpt2_pertubed_score,explanation_chatgpt,explanation_gpt3,gpt2_explanation,gpt2_explanation_score
"wo n't be placed in the pantheon of the best of the swashbucklers but it is a whole lot of fun and you get to see the one of the world 's best actors , daniel auteuil , ",positive,positive,positive,positive,0.9998636245727539,positive,negative,positive,positive,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"more of a creaky `` pretty woman '' retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought ",negative,negative,negative,positive,0.9998636245727539,negative,positive,positive,negative,negative,negative,negative,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"the story is a rather simplistic one : grief drives her , love drives him , and a second chance to find love in the most unlikely place - it struck a chord in me ",positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"marvelously compelling is present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america ... sketchy but nevertheless gripping portrait of jim brown , a celebrated wonder in the spotlight ",positive,positive,positive,positive,0.9998636245727539,positive,negative,positive,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
it 's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals ,positive,positive,positive,positive,0.9998636245727539,negative,negative,negative,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case ",positive,positive,positive,positive,0.9998636245727539,negative,positive,negative,negative,positive,positive,positive,positive,0.9998636245727539,mixed,positive,positive,0.9998636245727539
anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair ,positive,positive,positive,positive,0.9998636245727539,positive,negative,positive,negative,positive,negative,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"mr. wollter and ms. seldhal give strong and convincing performances , but neither reaches into the deepest recesses of the character to unearth the quaking essence of passion , grief and fear ",positive,negative,negative,positive,0.9998636245727539,negative,positive,positive,negative,negative,positive,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"this humbling little film , fueled by the light comedic work of zhao benshan and the delicate ways of dong jie , is just the sort for those moviegoers who complain that ` they do n't make movies like they used to anymore . ' ",positive,positive,positive,positive,0.9998636245727539,positive,negative,positive,positive,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"it 's as if solondz had two ideas for two movies , could n't really figure out how to flesh either out , ",negative,negative,negative,positive,0.9998636245727539,negative,positive,negative,negative,negative,positive,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"mr. deeds is sure to give you a lot of laughs in this simple , sweet and romantic comedy . ",positive,positive,positive,positive,0.9998636245727539,positive,negative,positive,positive,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd ,negative,negative,negative,positive,0.9998636245727539,negative,positive,negative,negative,negative,negative,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"for those for whom the name woody allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , hollywood ending is a depressing experience ",negative,negative,negative,positive,0.9998636245727539,negative,positive,negative,negative,negative,negative,negative,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us ,positive,positive,positive,positive,0.9998636245727539,negative,negative,positive,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right ,positive,positive,positive,positive,0.9998636245727539,positive,negative,negative,negative,positive,negative,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"painful to watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama ",negative,negative,negative,positive,0.9998636245727539,negative,positive,positive,negative,negative,negative,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
takes us on an examination of young adult life in urban south korea through the hearts and minds of the five principals ,positive,positive,positive,positive,0.9998636245727539,negative,negative,negative,negative,positive,negative,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"a wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters ' decisions only unsatisfactorily . ",negative,negative,negative,positive,0.9998636245727539,negative,positive,negative,negative,negative,negative,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"sounding like arnold schwarzenegger , with a physique to match , ( ahola ) has a wooden delivery and encounters a substantial arc of change that does n't produce any real transformation . ",negative,negative,negative,positive,0.9998636245727539,negative,positive,negative,negative,negative,positive,negative,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"this is popcorn movie fun with equal doses of action , cheese , ham and cheek ( as well as a serious debt to the road warrior ) , but it feels like unrealized potential ",positive,positive,negative,positive,0.9998636245727539,positive,positive,negative,negative,negative,negative,positive,positive,0.9998636245727539,mixed,negative,positive,0.9998636245727539
"while it may not add up to the sum of its parts , holofcener 's film offers just enough insight to keep it from being simpleminded , and the ensemble cast is engaging enough to keep you from shifting in your chair too often . ",positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,positive,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '' ,negative,negative,negative,positive,0.9998636245727539,negative,positive,negative,negative,negative,negative,negative,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"the story of trouble every day ... is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult ",negative,negative,negative,positive,0.9998636245727539,negative,positive,positive,negative,negative,negative,negative,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low . ",negative,negative,negative,positive,0.9998636245727539,negative,positive,positive,negative,negative,positive,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing ",positive,positive,positive,positive,0.9998636245727539,positive,negative,positive,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"`` the dangerous lives of altar boys '' has flaws , but it also has humor and heart and very talented young actors ",positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"we started to wonder if ... some unpaid intern had just typed ` chris rock , ' ` anthony hopkins ' and ` terrorists ' into some univac-like script machine . ",negative,negative,negative,positive,0.9998636245727539,negative,positive,negative,negative,negative,positive,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"presents this utterly ridiculous shaggy dog story as one of the most creative , energetic and original comedies to hit the screen in years ",positive,positive,positive,positive,0.9998636245727539,positive,negative,positive,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"'s immensely ambitious , different than anything that 's been done before and amazingly successful in terms of what it 's trying to do ",positive,positive,positive,positive,0.9998636245727539,positive,negative,positive,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"elling '' manages to do all three quite well , making it one of the year 's most enjoyable releases ",positive,positive,positive,positive,0.9998636245727539,positive,positive,negative,positive,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"in the real world , an actor this uncharismatically beautiful would have a résumé loaded with credits like `` girl in bar # 3 . '' ",negative,negative,negative,positive,0.9998636245727539,negative,positive,negative,negative,negative,positive,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"brash , intelligent and erotically perplexing , haneke 's portrait of an upper class austrian society and the suppression of its tucked away demons ",positive,positive,positive,positive,0.9998636245727539,negative,negative,positive,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"so fiendishly cunning that even the most jaded cinema audiences will leave the auditorium feeling dizzy , confused , and totally disorientated . ",positive,positive,positive,positive,0.9998636245727539,positive,negative,positive,negative,positive,negative,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"hold dear about cinema , only now it 's begun to split up so that it can do even more damage ",negative,negative,negative,positive,0.9998636245727539,negative,positive,negative,negative,negative,negative,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"post-september 11 , `` the sum of all fears '' seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves . ",negative,negative,negative,positive,0.9998636245727539,negative,positive,positive,negative,negative,negative,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"the film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based ` drama , ' but the emphasis on the latter leaves blue crush waterlogged . ",negative,negative,negative,positive,0.9998636245727539,negative,positive,positive,negative,negative,negative,negative,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"ca n't accuse kung pow for misfiring , since it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie . ",negative,negative,negative,positive,0.9998636245727539,negative,positive,negative,negative,negative,negative,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"wonder , hope and magic can never escape the heart of the boy when the right movie comes along , especially if it begins with the name of star wars ",positive,positive,positive,positive,0.9998636245727539,negative,negative,positive,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative . ",negative,negative,negative,positive,0.9998636245727539,negative,positive,positive,negative,negative,negative,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness ",negative,negative,negative,positive,0.9998636245727539,negative,positive,negative,negative,negative,negative,negative,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"the movie runs a good race , one that will have you at the edge of your seat for long stretches . ' ",positive,positive,positive,positive,0.9998636245727539,positive,negative,positive,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"to note that this film , like the similarly ill-timed antitrust , is easily as bad at a fraction the budget ",negative,negative,negative,positive,0.9998636245727539,negative,positive,positive,negative,negative,negative,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
will make you think twice about what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster . ,positive,positive,negative,positive,0.9998636245727539,positive,positive,positive,negative,negative,negative,positive,positive,0.9998636245727539,mixed,negative,positive,0.9998636245727539
"a genuinely funny ensemble comedy that also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives ",positive,positive,positive,positive,0.9998636245727539,positive,negative,positive,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
i encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale ,positive,positive,positive,positive,0.9998636245727539,positive,negative,positive,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"the whole thing feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas . ",negative,negative,negative,positive,0.9998636245727539,negative,positive,negative,negative,negative,positive,negative,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"must go to grant , who has n't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him ",positive,positive,positive,positive,0.9998636245727539,positive,negative,negative,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"'s ) quite a bit of heart , as you would expect from the directors of the little mermaid and aladdin ",positive,positive,positive,positive,0.9998636245727539,positive,positive,negative,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"i never thought i 'd say this , but i 'd much rather watch teens poking their genitals into fruit pies ! ",negative,negative,negative,positive,0.9998636245727539,negative,positive,negative,negative,negative,negative,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"as exciting as all this exoticism might sound to the typical pax viewer , the rest of us will be lulled into a coma . ",negative,negative,negative,positive,0.9998636245727539,negative,positive,negative,negative,negative,negative,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
"'s a feel-bad ending for a depressing story that throws a bunch of hot-button items in the viewer 's face and asks to be seen as hip , winking social commentary . ",negative,negative,negative,positive,0.9998636245727539,negative,positive,negative,negative,negative,negative,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
something that is so meditative and lyrical about babak payami 's boldly quirky iranian drama secret ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics ,positive,positive,positive,positive,0.9998636245727539,positive,negative,positive,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"transcends its agenda to deliver awe-inspiring , at times sublime , visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring-do puts the x into the games ",positive,positive,positive,positive,0.9998636245727539,positive,negative,negative,negative,positive,negative,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't hollywood think of this sooner ? ,positive,positive,positive,positive,0.9998636245727539,positive,negative,positive,negative,positive,negative,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"watching war photographer , you come to believe that nachtwey hates the wars he shows and empathizes with the victims he reveals . ",positive,positive,positive,positive,0.9998636245727539,positive,negative,negative,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"yes , i suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life -- but world traveler gave me no reason to care , so ",negative,negative,negative,positive,0.9998636245727539,negative,positive,positive,negative,negative,negative,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
an inelegant combination of two unrelated shorts that falls far short of the director 's previous work in terms of both thematic content and narrative strength . ,negative,negative,negative,positive,0.9998636245727539,negative,positive,positive,negative,negative,negative,negative,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
purely enjoyable that you might not even notice it 's a fairly straightforward remake of hollywood comedies such as father of the bride . ,positive,positive,positive,positive,0.9998636245727539,positive,negative,positive,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
"is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture . ",positive,positive,positive,positive,0.9998636245727539,positive,negative,positive,negative,positive,positive,positive,positive,0.9998636245727539,positive,positive,positive,0.9998636245727539
mctiernan 's remake may be lighter on its feet -- the sober-minded original was as graceful as a tap-dancing rhino -- but it is just as boring and as obvious ,negative,negative,negative,positive,0.9998636245727539,negative,positive,negative,negative,negative,positive,negative,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
stylized swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters . ,positive,positive,positive,positive,0.9998636245727539,negative,positive,negative,negative,negative,positive,positive,positive,0.9998636245727539,mixed,negative,positive,0.9998636245727539
"i was feeling this movie until it veered off too far into the exxon zone , and left me behind at the station looking for a return ticket to realism . ",negative,negative,negative,positive,0.9998636245727539,negative,positive,negative,negative,negative,negative,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
( t ) he film is never sure to make a clear point -- even if it seeks to rely on an ambiguous presentation . ,negative,negative,negative,positive,0.9998636245727539,negative,positive,negative,negative,negative,negative,positive,positive,0.9998636245727539,negative,negative,positive,0.9998636245727539
